"","Course Code","Course Name","Course Description","Credit Amount","Antirequisite","Corequisite","Prerequisite","Breadth Category","Quantitative Requirement","Writing Requirement"
"287","BUS 793","Business Models","Develop alternate business models for commercializing an invention or a related technology. By the end of the course students will be able to recognize the key aspects and considerations of a business model.",2,"","","","",FALSE,FALSE
"288","BUS 794","Leadership and Managing Teams","Developing and balancing critical management competencies at the individual, interpersonal, team and organizational levels. Focus is on effective organization, motivation and leadership.",2,"","","","",FALSE,FALSE
"289","BUS 795","Financing the New Venture","Sources of capital available for taking an invention to market, including angel investors, venture capital, non-dilutive financing, and public markets. Students will create financial statements for their own technology commercialization.",2,"","","Prerequisite: Bus 792 Financial Literacy for Entrepreneurs.","",FALSE,FALSE
"290","BUS 796","Business Plan I","Integrates the frameworks and content of the GCSTC courses. Students work one-on-one with a faculty advisor in drawing together: opportunity identification, value proposition, value creation industry attractiveness, competitor analysis, and commercialization strategy. This is the first part of a two part course. Graded on a satisfactory/unsatisfactory basis.",2,"","","Prerequisite: BUS 790 Lab to Market, BUS 791 Opportunity Identification and Assessment.","",FALSE,FALSE
"291","BUS 797","Business Plan II","Integrate the frameworks and content of the GCSTC courses. Students work one-on-one with a faculty advisor in drawing together: opportunity identification value proposition, value creation, industry attractiveness, business model, financials, development plan, competitor analysis, partnership strategy, entrepreneurial team and commercialization strategy. This is the second part of a two part course. Graded on a satisfactory/unsatisfactory basis.",2,"","","Prerequisite: BUS 790 Lab to Market; BUS 791 Opportunity Identification & Assessment; BUS 792 Financial Literacy for Entrepreneurs; BUS 793 Business Models; BUS 796 Business Plan I.","",FALSE,FALSE
"292","BUS 798","Accounting Foundations","Introduces students to the fundamental concepts of accounting and financial statements. This course will be graded as satisfactory/unsatisfactory.",0,"","","","",FALSE,FALSE
"293","BUS 799","Special Topics","Course content varies from term to term, and can include emerging topics in Innovation and Entrepreneurship, such as technology market matching, viability analysis, techno-economics modeling, and strategic management of IP. Students may repeat this course for credit under a different topic. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"294","BUS 801","Financial Modeling Tools","An introduction to elements of mathematics and computational techniques employed in finance and financial risk management. An introduction to programming tools, e.g. VBA, Matlab, and an object oriented programming language (e.g. C++).",3,"","","","",FALSE,FALSE
"295","BUS 802","Corporate Finance","Discusses financial decision making under uncertainty. It examines financial economics in the context of corporate finance.",3,"","","Prerequisite: BUS 877 and BUS 878.","",FALSE,FALSE
"296","BUS 803","Financial Econometrics","Financial econometrics for testing asset pricing models and portfolio performance measurement.",3,"","","","",FALSE,FALSE
"297","BUS 805","Financial Economics II","A survey of asset pricing models including linear factor models, CAPM, and arbitrage models. Multi-period consumption, portfolio choice, and asset pricing models; continuous-time consumption and portfolio choice; behavioural finance and asset pricing; asset pricing with differential information.",3,"","","","",FALSE,FALSE
"298","BUS 810","Advanced Fixed Income Analysis","Builds on the fixed income insights and goes deeper in such subjects as the term structure of interest rates, fixed income returns, yield-spread analysis, sources of risk in fixed income securities, and embedded options.",3,"","","","",FALSE,FALSE
"299","BUS 816","Strategic Asset Allocation","Assumptions underlying the Capital Asset Pricing Model are relaxed to allow for specific views on asset returns, and to allow for the expected future consumption needs of a given investor to be considered at a strategic level.",3,"","","","",FALSE,FALSE
"300","BUS 818","Advanced Derivatives","Technical course that provides the participants with the necessary knowledge to address more complex risk management problems.",3,"","","","",FALSE,FALSE
"301","BUS 823","Advanced Equity Analysis","Builds on subjects such as the valuation of equity securities, including company and industry analysis, financial statement analysis and valuation models.",3,"","","","",FALSE,FALSE
"302","BUS 825","Financial Statement Analysis","Provides an understanding of the linkages between financial statements such as annual reports and prospectuses including the three principal financial statements (balance sheet, income statement and cash flow statement) and how useful information about a company can be extracted from them.",3,"","","","",FALSE,FALSE
"303","BUS 826","Portfolio Theory and Asset Pricing","Four main topics are covered: portfolio theory, asset pricing, market efficiency, and performance measurement. The first two are cornerstones of financial economics, as, for the most part, portfolio selection models form the basis of models of asset pricing. The third cornerstone is the efficient markets hypothesis, which asks whether prices reflect information. Finally, asset pricing models provide the basis for many risk-adjusted measures of the performance of mutual, pension, and hedge funds.",3,"","","","",FALSE,FALSE
"304","BUS 827","Principles of Investments","Provides students with the principles, theories and practices of Investing. The course surveys relevant investment theories as applied to different asset classes, focusing on the decision-making process it discusses applications in both traditional and alternative investments.",3,"","","","",FALSE,FALSE
"305","BUS 828","Business Strategy, Ethics and The Regulatory Environment","Examines how organizations create long term, sustainable, competitively differentiated value for shareholders and stakeholders by developing, enacting, monitoring and adjusting corporate and business unit strategies in a stringent regulatory and highly competitive environment.",2,"","","","",FALSE,FALSE
"306","BUS 829","Investment Banking and Private Equity","Mixes financial theory with concrete applications in investment banking and private equity settings. Main areas of study are around Corporate Finance, Equity Valuation and Investments that are of importance to investment bankers and private equity professionals.",3,"","","","",FALSE,FALSE
"307","BUS 830","Data Management and Business Solutions","Enterprise information systems, the relational database systems that underlie them, and creating value through competitive analytics. Develop an understanding of database querying and analytical applications to inspect, summarize, and transform data.",3,"","","","",FALSE,FALSE
"308","BUS 831","Analyzing and Visualizing Business Data","An exploration of financial and non-financial data using summary measures, predictive models for decision-making, and graphic visualizations.",3,"","","","",FALSE,FALSE
"309","BUS 832","Accounting Data Analytics","The use of information technology across accounting processes. Applying analytics to deliver and improve internal and external reporting quality.",3,"","","","",FALSE,FALSE
"310","BUS 838","Creativity, Collaboration and Leading Change","Working collaboratively and leading change in a creative professional environment.",3,"","","","",FALSE,FALSE
"311","BUS 839","Applied Project","A team-based strategic business analysis and essay supervised by a Simon Fraser University faculty member with support from a senior industry partner. Graded on a satisfactory/unsatisfactory basis.",3,"","","","",FALSE,FALSE
"312","BUS 840","Data Mining and Business Intelligence","The application of data warehousing solutions to develop an integrated system of policies, applications, and network technologies designed to convert operational data into accessible business information.",3,"","","","",FALSE,FALSE
"313","BUS 841","Predictive Analytics for Business","Provides an understanding of business intelligence tools beyond the univariate measures addressed in BUS 831. Multivariate modeling approaches are extended to build statistical models relating target behaviour to predictor variables.",3,"","","Prerequisite: BUS 831.","",FALSE,FALSE
"314","BUS 842","Advanced Accounting Data Analytics","The use of information technology across accounting processes through advanced data analytics techniques.",3,"","","Prerequisite: BUS 832.","",FALSE,FALSE
"315","BUS 844","Forensic Accounting and Data Analytics","Provides an understanding of forensic accounting and the potential data analytics has in finding fraudulent financial reporting.",3,"","","","",FALSE,FALSE
"316","BUS 845","Advanced Applied Project I","A team-based strategic business analysis and extended essay supervised by a Simon Fraser University faculty member with support from a senior industry partner. This is the first part of a two part course. Graded on a satisfactory/unsatisfactory basis.",3,"","","","",FALSE,FALSE
"317","BUS 846","Advanced Applied Project II","A team-based strategic business analysis and extended essay supervised by a Simon Fraser University faculty member with support from a senior industry partner. The final project will be examined by two readers. This is the second part of a two part course. Graded on a satisfactory/unsatisfactory basis.",3,"","","Prerequisite: BUS 845.","",FALSE,FALSE
"318","BUS 856","Special Topics in Financial Risk Management","A course outline must be approved by the Business Graduate Program Committee.",4,"","","","",FALSE,FALSE
"319","BUS 859","Directed Studies in Financial Risk Management","Individual study with a faculty member. A course outline must be approved by the Business Graduate Program Committee.",4,"","","","",FALSE,FALSE
"320","BUS 861","Managerial Communication","Designed to assist students to improve their written and verbal communication skills in business settings.",2,"","","","",FALSE,FALSE
"321","BUS 864","Credit Risk Management","Credit risk management with emphasis on portfolio models, including probability of default and loss given default models, credit capital allocation, active portfolio management, credit derivatives, and structured transactions.",3,"","","","",FALSE,FALSE
"322","BUS 865","Market Risk Management","Value at risk, advanced market risk models, statistical models, stress testing, scenario analysis, and risk-adjusted performance measurement.",3,"","","","",FALSE,FALSE
"323","BUS 866","Enterprise Risk Management","An assessment of the risk management practices of financial institutions. A survey of best practices with respect to enterprise risk management, including risk architecture and risk communication and disclosure within the organization.",3,"","","","",FALSE,FALSE
"324","BUS 870","Research Project","A research project in the areas of investment management, risk management or a closely related field of inquiry. Project may be done individually or in pairs. Graded on a satisfactory/unsatisfactory basis.",3,"","","","",FALSE,FALSE
"325","BUS 876","Special Topics","Special topics for business administration.",3,"","","","",FALSE,FALSE
"326","BUS 877","Mathematics for Finance","Provides students with a review of the fundamentals of the mathematics that they will be expected to know to be successful in the broader M.Sc. in Finance program. Many of the examples and exercises used will be motivating using common problems encountered in portfolio construction and analysis, econometrics, and option pricing.",3,"","","","",FALSE,FALSE
"327","BUS 878","Statistics for Financial Economics","Provide students with a review of the fundamentals of random variables and statistics that they will be expected to know to be successful in the broader M.Sc. in Finance program. Covering topics such as regression, estimation, simulation and hypothesis testing, the course examples and exercises provide a foundation on which to build a greater understanding of economic analysis and forecasting.",3,"","","","",FALSE,FALSE
"328","BUS 880","Student Investment Advisory Service Practicum","Students in this course will manage the Student Investment Advisory Service (SIAS) fund which includes $10 million of the university's endowment portfolio, funded by contributions from HSBC Bank Canada and Lohn Foundation. SIAS fund follows a value investing mandate set by the client (SFU) through a conservative investment policy statement. The fund is composed of four actively managed asset classes: Cash, Canadian Equity, Global Equity and Fixed Income. SIAS fund reports monthly compliance and performance to the client and faculty advisors. Additionally, performance review presentations are held on a quarterly basis. Students must be enrolled in BUS 880 no later than the second term of enrollment and throughout the program in order to successfully complete the course. Graded on a satisfactory/unsatisfactory basis.",0,"","","","",FALSE,FALSE
"329","BUS 888","Special Topics","Special topics related to fundamentals in finance, asset pricing, market risk management and credit risk management.",3,"","","","",FALSE,FALSE
"330","BUS 889","Special Topics","Special topics related to fundamentals in finance, asset pricing, market risk management and credit risk management. This course will be graded as satisfactory/unsatisfactory.",3,"","","","",FALSE,FALSE
"331","BUS 890","Research Methods I","Econometrics and statistics provide the tools of choice to carry out quantitative research. With a focus on laying the groundwork for industry as well as academic applications, much stress is placed on fostering a good understanding of the uses, limitations and potential pitfalls of the most commonly employed methods.",3,"","","Prerequisite: Students need permission from academic unit.","",FALSE,FALSE
"332","BUS 891","Theory of Financial Markets","Continuous time is used for the celebrated Black-Scholes Model for pricing derivatives and is also often the most intuitive way to tackle asset pricing, term structure theory and portfolio selection. Through first laying the foundations in discrete time to illustrate the basic mechanisms, continuous time is gently introduced by working out its analogs that form a cornerstone of much of modern finance.",3,"","","Prerequisite: Students need permission from the program before entering the research stream.","",FALSE,FALSE
"333","BUS 961","Selected Topics","This is a course in the PhD program on a selected topic. Students may repeat this course for further credit under a different topic.",4,"","","","",FALSE,FALSE
"334","BUS 962","Selected Topics","This is a course in the PhD program on a selected topic. Students may repeat this course for further credit under a different topic.",2,"","","","",FALSE,FALSE
"335","BUS 963","Research Seminar in Selected Topics","This is a research seminar in the PhD program on a selected topic. Students in their second through fourth years of studies are required to enroll in a research seminar course each year. Students will contribute to the seminar series by inviting guest speakers and presenting their own work. Students may repeat this course for further credit under a different topic. Graded on a satisfactory/unsatisfactory basis.",2,"","","","",FALSE,FALSE
"336","BUS 980","Theory Development in Business Administration","The effective use of empiricism, positivism, and interpretive explanations in generating, defending and clarifying logically rigorous arguments is explored. Participants from diverse fields (marketing, international business, management studies, accounting, policy analysis, finance, etc.) within the administrative sciences will look at the processes which have guided theory development and theory testing within their field of inquiry. Attention will focus on what criteria are used to assess the adequacy of explanations and useful theories. The seminar seeks to advance the participants' interest in putting theory into practice.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"337","BUS 981","Research Methods in Business Administration","Provides an overview of the major quantitative and qualitative analytical methods associated with empirical research in business administration. This seminar is aimed at providing an overview of the research process, an introduction to a range of research techniques and data analysis appropriate to those techniques. It should develop participants' skills for designing research as well as an ability to critically assess research reported in the literature. To do this, the course will focus on various approaches to research design, discuss the kinds of analyses appropriate to those designs, and introduce computer packages for data analysis, such as Statistical Package for Social Sciences (SPSS).",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"338","BUS 982","Dissertation Development Workshop","This seminar is intended to support doctoral students in the early stages of the development of their dissertations. Practical and conceptual issues with respect to the integration of theory, research design, and methodology will be explored. The seminar will provide a forum for students to share their dissertation work in progress, and learn from each other with respect to theoretical, analytical, and methodological problems, successes and trade-offs.",4,"","","Prerequisite: Enrollment in the PhD program or consent of the instructor.","",FALSE,FALSE
"339","BUS 983","Directed Studies I","Supervised individual study on a topic of the student's choice, under the guidance of one or more faculty. Arrangements for this course must be approved by the graduate chair in advance of enrollment.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"340","BUS 984","Directed Studies II","Supervised individual study on a topic of the student's choice, under the guidance of one or more faculty. Arrangements for this course must be approved by the graduate chair in advance of enrollment.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"341","BUS 985","Directed Studies III","Supervised individual study on a topic of the student's choice, under the guidance of one or more faculty. Arrangements for this course must be approved by the graduate chair in advance of enrollment.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"342","BUS 986","Directed Studies IV","Supervised individual study on a topic of the student's choice, under the guidance of one or more faculty. Arrangements for this course must be approved by the graduate chair in advance of enrollment.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"343","BUS 987","Selected Topics I","Specialized study in topics germane to the program, but not covered extensively in other core courses.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"344","BUS 988","Selected Topics II","Specialized study in topics germane to the program, but not covered extensively in other core courses.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"345","BUS 989","Selected Topics III","Specialized study in topics germane to the program, but not covered extensively in other core courses.",4,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"346","BUS 990","Research Project","Students will be exposed to the broad world of academia, from presenting and providing constructive feedback on papers, to conferences and journal publishing and refereeing, while being exposed to an introduction to a range of research techniques and data analysis. The cornerstone of the course, and the primary vehicle for experiential learning, is that each student will write an original research project. The project that will be graded on a satisfactory/unsatisfactory basis. Students who receive Satisfactory will present it in an open research presentation. Questions and answers emerging in this context should assist the student to develop their research and to begin to chart their course in academia.",6,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"347","BUS 991","PhD Comprehensive Exam","Students will be required to pass a comprehensive exam in the sixth term of the program. This will include written examinations in each student's major and methodology minor followed by an oral exam. Graded on a Satisfactory/Unsatisfactory basis.",6,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"348","BUS 992","PhD Thesis (18)","Graded on a satisfactory/unsatisfactory basis.",18,"","","Prerequisite: Enrollment in PhD program.","",FALSE,FALSE
"349","BUS 993","Thesis Proposal","Thesis Proposal. Graded on a satisfactory/unsatisfactory basis.",6,"","","","",FALSE,FALSE
